ReadName	ReadLength	EReversevalue	AlignmentLength	Begin	End	Strand	Identity	ReferenceSequenceName	Begin	End
GZ261FQ02HZ9MJ	218nt	1.4eNegative06	118	122	5	Negative	73.73	contig_Exi	1777231	1777348
GZ261FQ02H928N	256nt	6.5eNegative17	115	49	163	Positive	79.13	contig_Exi	1812527	1812641
GZ261FQ02IANPB	105nt	4.2eNegative08	51	54	104	Positive	84.31	contig_Exi	502893	502943
GZ261FQ02GY4L5	328nt	2.9eNegative46	208	208	1	Negative	81.73	contig_Exi	578	785
GZ261FQ02GMOOB	222nt	9.8eNegative08	54	190	137	Negative	83.33	contig_Exi	1705456	1705509
GZ261FQ02GYYEP	230nt	7.1eNegative09	149	228	80	Negative	73.15	contig_Exi	2840572	2840720
GZ261FQ02HK3VL	182nt	1.1eNegative21	132	51	182	Positive	79.55	contig_Exi	737	868
GZ261FQ02F5KWI	267nt	8.3eNegative09	56	148	93	Negative	83.93	contig_Exi	69846	69901
GZ261FQ02HG7JU	230nt	4.5eNegative14	140	20	159	Positive	75.71	contig_Exi	255933	256072
GZ261FQ02HV1SP	342nt	8.3eNegative06	45	168	212	Positive	84.44	contig_Exi	1768579	1768623
GZ261FQ02HQ1XK	230nt	1.3eNegative10	59	124	66	Negative	84.75	contig_Exi	2666107	2666165
GZ261FQ02HE6O8	180nt	2.9eNegative07	56	99	44	Negative	82.14	contig_Exi	1351885	1351940
GZ261FQ02GY1IA	243nt	8.0eNegative20	154	197	44	Negative	78.71	contig_Exi	251893	252046
GZ261FQ02ICF2A	264nt	5.2eNegative14	137	216	80	Negative	75.91	contig_Exi	902627	902763
GZ261FQ02HUDSV	320nt	1.3eNegative52	227	80	306	Positive	83.77	contig_Exi	1121	1346
GZ261FQ02H6F21	186nt	5.6eNegative09	47	94	140	Positive	87.23	contig_Exi	618457	618503
GZ261FQ02IA5WA	207nt	2.4eNegative08	133	13	145	Positive	73.68	contig_Exi	1971323	1971455
GZ261FQ02HI9ZE	262nt	5.5eNegative25	217	30	246	Positive	76.04	contig_Exi	2448227	2448442
GZ261FQ02HU2TC	162nt	1.3eNegative35	154	156	3	Negative	83.77	contig_Exi	743	895
GZ261FQ02G40IR	293nt	1.9eNegative06	61	267	207	Negative	80.33	contig_Exi	2085342	2085402
GZ261FQ02I2SFS	284nt	1.3eNegative07	45	42	86	Positive	86.67	contig_Exi	552524	552568
GZ261FQ02IBOMJ	251nt	2.3eNegative05	140	110	249	Positive	72.14	contig_Exi	1574758	1574897
GZ261FQ02H98J6	219nt	6.7eNegative09	62	74	135	Positive	82.26	contig_Exi	2044567	2044628
GZ261FQ02IUPOZ	270nt	9.9eNegative16	119	2	120	Positive	79.17	contig_Exi	255903	256022
GZ261FQ02FO260	231nt	3.9eNegative07	50	96	145	Positive	84.00	contig_Exi	238704	238753
GZ261FQ02GW4NM	268nt	8.4eNegative09	77	83	7	Negative	79.22	contig_Exi	3406	3482
GZ261FQ02GEGF2	304nt	2.5eNegative09	48	202	249	Positive	87.50	contig_Exi	1612472	1612519
GZ261FQ02IWDZU	285nt	6.9eNegative06	51	153	203	Positive	82.35	contig_Exi	1331501	1331551
GZ261FQ02HDKB3	252nt	3.5eNegative15	49	82	34	Negative	93.88	contig_Exi	1961598	1961646
GZ261FQ02ID7HZ	220nt	4.5eNegative25	126	42	167	Positive	81.75	contig_Exi	2528548	2528673
GZ261FQ02H0DZY	295nt	5.0eNegative07	50	154	105	Negative	84.00	contig_Exi	1973658	1973707
GZ261FQ02F1CYZ	100nt	7.3eNegative10	49	48	96	Positive	89.80	contig_Exi	4012	4059
GZ261FQ02FV3OG	245nt	4.2eNegative33	203	225	23	Negative	80.10	contig_Exi	2254	2459
GZ261FQ02F74AP	205nt	9.9eNegative04	47	151	105	Negative	80.85	contig_Exi	2319214	2319260
GZ261FQ02JW3RT	234nt	2.6eNegative23	143	35	177	Positive	81.12	contig_Exi	3368	3508
GZ261FQ02IC57C	239nt	1.2eNegative14	123	236	114	Negative	77.24	contig_Exi	960576	960698
GZ261FQ02IFC1X	225nt	4.6eNegative25	97	225	129	Negative	87.63	contig_Exi	2256	2351
GZ261FQ02I19O2	262nt	9.0eNegative05	43	116	158	Positive	83.72	contig_Exi	242747	242789
GZ261FQ02HQ23S	213nt	2.9eNegative15	58	103	46	Negative	89.66	contig_Exi	1592157	1592214
GZ261FQ02G7UIQ	282nt	2.3eNegative09	90	193	282	Positive	77.78	contig_Exi	201389	201478
GZ261FQ02ILB3W	299nt	1.8eNegative62	254	299	46	Negative	82.68	contig_Exi	3604	3857
GZ261FQ02IKJ1O	107nt	1.5eNegative11	42	66	107	Positive	95.35	contig_Exi	1556	1598
GZ261FQ02IUGRE	351nt	1.2eNegative04	52	20	71	Positive	80.77	contig_Exi	2993957	2994008
GZ261FQ02GWVXS	225nt	1.5eNegative17	68	1	68	Positive	88.24	contig_Exi	622121	622188
GZ261FQ02GWVXS	225nt	1.5eNegative17	68	1	68	Positive	88.24	contig_Exi	2662491	2662558
GZ261FQ02GWVXS	225nt	2.8eNegative19	71	71	1	Negative	88.73	contig_Exi	138462	138532
GZ261FQ02GWVXS	225nt	1.0eNegative18	73	73	1	Negative	87.67	contig_Exi	1591595	1591667
GZ261FQ02INIIA	298nt	3.6eNegative34	298	298	1	Negative	74.83	contig_Exi	1458788	1459085
GZ261FQ02IVP1T	242nt	3.7eNegative11	118	122	239	Positive	77.12	contig_Exi	1775	1891
GZ261FQ02I1UGG	195nt	1.3eNegative17	156	37	192	Positive	76.92	contig_Exi	331159	331313
GZ261FQ02HI6GY	270nt	2.5eNegative05	68	165	232	Positive	77.94	contig_Exi	202105	202172
GZ261FQ02F7T4O	298nt	9.4eNegative09	93	43	135	Positive	78.49	contig_Exi	1768444	1768535
GZ261FQ02I0F81	200nt	2.2eNegative23	195	6	200	Positive	75.90	contig_Exi	2841142	2841336
GZ261FQ02GM0U6	202nt	1.2eNegative21	144	34	177	Positive	78.47	contig_Exi	2411553	2411696
GZ261FQ02HIZJA	252nt	5.3eNegative51	192	252	61	Negative	84.38	contig_Exi	3671	3862
GZ261FQ02JU5YM	283nt	8.9eNegative09	56	162	107	Negative	83.93	contig_Exi	2177516	2177571
GZ261FQ02FZVLH	225nt	2.1eNegative31	122	122	1	Negative	85.25	contig_Exi	1458605	1458726
GZ261FQ02HRP47	177nt	2.4eNegative15	118	170	53	Negative	77.97	contig_Exi	201455	201572
GZ261FQ02H887I	354nt	1.4eNegative11	82	227	308	Positive	80.49	contig_Exi	2026419	2026500
GZ261FQ02FND4Y	285nt	4.4eNegative11	60	60	1	Negative	85.00	contig_Exi	1772813	1772872
GZ261FQ02JE9FN	264nt	5.8eNegative10	40	137	98	Negative	92.50	contig_Exi	1264224	1264263
GZ261FQ02H0ASY	281nt	2.1eNegative13	55	219	273	Positive	89.09	contig_Exi	1591897	1591951
GZ261FQ02H0ASY	281nt	2.1eNegative13	55	219	273	Positive	89.09	contig_Exi	1481905	1481959
GZ261FQ02GP6EF	295nt	1.0eNegative71	245	294	50	Negative	86.53	contig_Exi	4327	4569
GZ261FQ02F9OV8	225nt	6.9eNegative09	41	49	89	Positive	90.24	contig_Exi	2528634	2528674
GZ261FQ02JAFGR	292nt	1.9eNegative06	43	127	169	Positive	86.05	contig_Exi	256179	256221
GZ261FQ02FSPVJ	251nt	8.6eNegative05	58	227	170	Negative	79.31	contig_Exi	2573257	2573314
GZ261FQ02INLE8	187nt	1.7eNegative05	53	38	90	Positive	81.13	contig_Exi	1955875	1955927
GZ261FQ02G4P73	280nt	2.1eNegative13	115	164	50	Negative	77.39	contig_Exi	2448312	2448426
GZ261FQ02H4HXX	159nt	2.3eNegative11	93	159	67	Negative	78.49	contig_Exi	2020705	2020797
GZ261FQ02IUPR9	180nt	5.4eNegative09	56	93	38	Negative	83.93	contig_Exi	1591896	1591951
GZ261FQ02IUPR9	180nt	5.4eNegative09	56	93	38	Negative	83.93	contig_Exi	1481904	1481959
GZ261FQ02H7IBD	283nt	1.3eNegative18	64	40	103	Positive	90.62	contig_Exi	62	125
GZ261FQ02H7IBD	283nt	2.7eNegative16	57	40	96	Positive	91.23	contig_Exi	3019437	3019493
GZ261FQ02H7IBD	283nt	1.9eNegative17	59	98	40	Negative	91.53	contig_Exi	139739	139797
GZ261FQ02H7IBD	283nt	7.3eNegative17	58	97	40	Negative	91.38	contig_Exi	2551939	2551996
GZ261FQ02H7IBD	283nt	2.7eNegative16	57	96	40	Negative	91.23	contig_Exi	2662559	2662615
GZ261FQ02HOELG	306nt	7.4eNegative06	42	129	88	Negative	85.71	contig_Exi	202125	202166
GZ261FQ02GQO25	393nt	5.0eNegative19	269	10	278	Positive	72.96	contig_Exi	1970374	1970643
GZ261FQ02G3PEF	306nt	1.5eNegative18	166	285	120	Negative	76.65	contig_Exi	1456235	1456401
GZ261FQ02IPIOX	233nt	2.7eNegative08	40	219	180	Negative	90.00	contig_Exi	2994329	2994368
GZ261FQ02FYF1L	203nt	1.8eNegative05	56	196	141	Negative	80.36	contig_Exi	1351255	1351310
GZ261FQ02JC8VK	357nt	2.9eNegative50	338	356	19	Negative	76.63	contig_Exi	69602	69939
GZ261FQ02FSJ3Q	292nt	4.1eNegative15	58	211	268	Positive	89.66	contig_Exi	64	121
GZ261FQ02FSJ3Q	292nt	2.2eNegative13	55	211	265	Positive	89.09	contig_Exi	3019439	3019493
GZ261FQ02FSJ3Q	292nt	1.5eNegative14	57	267	211	Negative	89.47	contig_Exi	139739	139795
GZ261FQ02FSJ3Q	292nt	5.8eNegative14	56	266	211	Negative	89.29	contig_Exi	2551939	2551994
GZ261FQ02FSJ3Q	292nt	2.2eNegative13	55	265	211	Negative	89.09	contig_Exi	2662559	2662613
GZ261FQ02HJBUO	311nt	7.5eNegative06	42	209	168	Negative	85.71	contig_Exi	215600	215641
GZ261FQ02JX4IH	172nt	5.8eNegative31	141	32	172	Positive	86.01	contig_Exi	3549	3689
GZ261FQ02FSKW7	227nt	2.3eNegative53	223	227	5	Negative	83.56	contig_Exi	1265	1489
GZ261FQ02IVOF4	292nt	6.1eNegative25	60	42	101	Positive	98.33	contig_Exi	139739	139798
GZ261FQ02IVOF4	292nt	2.3eNegative24	59	43	101	Positive	98.31	contig_Exi	2551939	2551997
GZ261FQ02IVOF4	292nt	8.8eNegative24	58	44	101	Positive	98.28	contig_Exi	2662559	2662616
GZ261FQ02IVOF4	292nt	3.0eNegative27	64	101	38	Negative	98.44	contig_Exi	61	124
GZ261FQ02IVOF4	292nt	2.3eNegative24	59	101	43	Negative	98.31	contig_Exi	1481841	1481899
GZ261FQ02IVOF4	292nt	8.8eNegative24	58	101	44	Negative	98.28	contig_Exi	3019436	3019493
GZ261FQ02J2NBD	167nt	4.5eNegative13	69	7	75	Positive	85.71	contig_Exi	618019	618088
GZ261FQ02J2NBD	167nt	4.5eNegative13	69	75	7	Negative	85.71	contig_Exi	1592146	1592215
GZ261FQ02ID7XJ	242nt	4.7eNegative14	47	144	98	Negative	93.62	contig_Exi	1456346	1456392
GZ261FQ02F8QOX	284nt	1.3eNegative07	45	42	86	Positive	86.67	contig_Exi	552524	552568
GZ261FQ02FRB9J	323nt	2.7eNegative09	153	199	47	Negative	73.20	contig_Exi	1009716	1009868
GZ261FQ02FRB9J	323nt	3.0eNegative05	107	289	183	Negative	73.83	contig_Exi	1574773	1574879
GZ261FQ02GM5NZ	102nt	3.1eNegative05	40	54	93	Positive	85.00	contig_Exi	32689	32728
GZ261FQ02I4MR9	286nt	9.0eNegative09	74	167	94	Negative	79.73	contig_Exi	1773863	1773936
GZ261FQ02IELUS	159nt	5.2eNegative05	61	123	63	Negative	78.69	contig_Exi	268932	268992
GZ261FQ02H7M4V	262nt	3.5eNegative30	252	252	1	Negative	75.40	contig_Exi	2448468	2448719
GZ261FQ02HWVTR	290nt	7.4eNegative17	70	194	263	Positive	87.14	contig_Exi	618019	618088
GZ261FQ02HWVTR	290nt	7.4eNegative17	70	263	194	Negative	87.14	contig_Exi	1592146	1592215
GZ261FQ02JK1ZT	221nt	1.6eNegative13	46	31	76	Positive	93.48	contig_Exi	279980	280025
GZ261FQ02JLVPB	245nt	2.4eNegative16	96	93	188	Positive	81.25	contig_Exi	1704310	1704405
GZ261FQ02G723G	291nt	1.3eNegative07	45	240	284	Positive	86.67	contig_Exi	2304049	2304093
GZ261FQ02G0JGA	244nt	8.9eNegative16	89	176	88	Negative	82.02	contig_Exi	2304028	2304116
GZ261FQ02GB8SM	187nt	9.6eNegative41	185	3	187	Positive	83.24	contig_Exi	1295	1477
GZ261FQ02ISV9B	219nt	2.1eNegative42	129	139	11	Negative	89.15	contig_Exi	3666	3794
GZ261FQ02G9QGS	277nt	3.7eNegative56	273	273	1	Negative	81.68	contig_Exi	4018	4287
GZ261FQ02IVLCN	161nt	8.9eNegative11	62	50	111	Positive	83.87	contig_Exi	462133	462194
GZ261FQ02IA2S6	245nt	8.4eNegative05	43	6	48	Positive	83.72	contig_Exi	2517979	2518021
GZ261FQ02H6OZJ	225nt	9.0eNegative12	139	6	144	Positive	74.82	contig_Exi	2993898	2994036
GZ261FQ02HXDA1	362nt	9.9eNegative28	269	78	346	Positive	74.81	contig_Exi	1702107	1702376
GZ261FQ02IBRBZ	168nt	1.3eNegative09	42	152	111	Negative	90.48	contig_Exi	1961603	1961644
GZ261FQ02HVZBG	180nt	7.9eNegative34	174	174	1	Negative	80.46	contig_Exi	2765	2938
GZ261FQ02F0PGH	261nt	1.1eNegative37	88	174	261	Positive	96.59	contig_Exi	3666	3753
GZ261FQ02ICIMS	191nt	6.8eNegative16	146	39	184	Positive	76.03	contig_Exi	256257	256402
GZ261FQ02IHPNV	261nt	1.7eNegative06	61	193	133	Negative	80.33	contig_Exi	422753	422813
GZ261FQ02HHHOQ	201nt	7.9eNegative12	82	43	124	Positive	80.49	contig_Exi	1234380	1234461
GZ261FQ02HHHOQ	201nt	1.3eNegative06	100	24	123	Positive	75.00	contig_Exi	2199479	2199578
GZ261FQ02HHHOQ	201nt	6.1eNegative09	89	123	35	Negative	77.53	contig_Exi	932003	932091
GZ261FQ02HCXYV	394nt	1.3eNegative08	41	262	302	Positive	90.24	contig_Exi	2666876	2666916
GZ261FQ02IB26U	233nt	4.6eNegative14	71	111	181	Positive	84.51	contig_Exi	1592145	1592215
GZ261FQ02IB26U	233nt	4.6eNegative14	71	181	111	Negative	84.51	contig_Exi	618019	618089
GZ261FQ02HPXNX	277nt	2.5eNegative05	53	94	146	Positive	81.13	contig_Exi	2694300	2694352
GZ261FQ02HIMK3	297nt	6.5eNegative10	70	207	138	Negative	81.43	contig_Exi	1213653	1213722
GZ261FQ02IWG7D	226nt	2.8eNegative19	116	213	98	Negative	80.17	contig_Exi	1453579	1453694
GZ261FQ02IOBIA	165nt	2.8eNegative59	137	137	1	Negative	95.65	contig_Exi	1121	1258
GZ261FQ02H139L	250nt	4.2eNegative07	47	27	73	Positive	85.11	contig_Exi	237486	237532
GZ261FQ02H2L1N	235nt	1.9eNegative09	60	91	150	Positive	83.33	contig_Exi	2135746	2135805
GZ261FQ02ISPP9	180nt	2.3eNegative04	42	161	120	Negative	83.33	contig_Exi	1481918	1481959
GZ261FQ02ISPP9	180nt	2.3eNegative04	42	161	120	Negative	83.33	contig_Exi	1591910	1591951
GZ261FQ02IVPHE	255nt	1.0eNegative11	82	147	228	Positive	80.49	contig_Exi	533108	533189
GZ261FQ02H2T6O	300nt	1.4eNegative18	73	30	102	Positive	87.67	contig_Exi	238226	238298
GZ261FQ02JVX3D	254nt	1.1eNegative74	242	5	246	Positive	86.83	contig_Exi	4152	4394
GZ261FQ02IPVZ8	289nt	2.8eNegative16	153	190	38	Negative	75.82	contig_Exi	545169	545321
GZ261FQ02JROK1	226nt	2.9eNegative04	48	83	130	Positive	81.25	contig_Exi	1770514	1770561
GZ261FQ02IO40H	243nt	3.7eNegative11	45	115	159	Positive	91.11	contig_Exi	1952477	1952521
GZ261FQ02G36CE	279nt	4.3eNegative11	42	8	49	Positive	92.86	contig_Exi	1439828	1439869
GZ261FQ02JZST5	299nt	2.9eNegative16	111	107	217	Positive	79.28	contig_Exi	510615	510725
GZ261FQ02IONWO	343nt	5.3eNegative11	198	62	259	Positive	72.22	contig_Exi	577011	577208
GZ261FQ02FYC8D	240nt	1.0eNegative22	200	232	33	Negative	75.50	contig_Exi	1574440	1574639
GZ261FQ02GY0QQ	142nt	1.2eNegative05	56	79	24	Negative	80.36	contig_Exi	1592160	1592215
GZ261FQ02GSDEH	289nt	7.1eNegative32	161	88	248	Positive	83.64	contig_Exi	2231	2394
GZ261FQ02H38BX	295nt	1.5eNegative14	210	291	82	Negative	72.86	contig_Exi	1970434	1970643
GZ261FQ02HCOMT	284nt	1.0eNegative15	80	283	204	Negative	83.75	contig_Exi	538716	538795
GZ261FQ02G0SGM	342nt	2.2eNegative06	40	125	86	Negative	87.50	contig_Exi	2405808	2405847
GZ261FQ02IPKQA	284nt	9.8eNegative05	53	1	53	Positive	83.02	contig_Exi	2303621	2303672
GZ261FQ02HOB8Q	334nt	2.0eNegative36	206	334	129	Negative	79.71	contig_Exi	1458573	1458779
GZ261FQ02GHL5B	209nt	1.2eNegative10	83	83	165	Positive	79.52	contig_Exi	1343431	1343513
GZ261FQ02IPCKU	182nt	4.5eNegative17	70	64	133	Positive	87.14	contig_Exi	2666844	2666913
GZ261FQ02FTJ5Q	174nt	1.5eNegative05	83	55	137	Positive	75.90	contig_Exi	1463169	1463251
GZ261FQ02GTSNP	204nt	2.4eNegative08	79	75	153	Positive	78.48	contig_Exi	34423	34501
GZ261FQ02GIMBC	279nt	1.5eNegative14	72	129	200	Positive	84.72	contig_Exi	955803	955874
GZ261FQ02H8IHP	99nt	5.1eNegative11	68	3	70	Positive	82.35	contig_Exi	2294674	2294741
GZ261FQ02I54OB	296nt	3.9eNegative04	63	54	116	Positive	77.78	contig_Exi	2035482	2035544
GZ261FQ02HERRK	261nt	3.1eNegative08	43	189	231	Positive	88.37	contig_Exi	238699	238741
GZ261FQ02HERRK	261nt	2.4eNegative05	72	189	260	Positive	79.17	contig_Exi	303020	303090
GZ261FQ02I7DXU	275nt	7.0eNegative17	100	126	225	Positive	81.00	contig_Exi	2692664	2692763
GZ261FQ02G4RK8	327nt	3.1eNegative31	323	327	5	Negative	74.46	contig_Exi	70494	70818
GZ261FQ02F15KT	222nt	3.9eNegative18	54	37	90	Positive	94.44	contig_Exi	69619	69672
GZ261FQ02F15KT	222nt	2.7eNegative19	104	25	128	Positive	82.86	contig_Exi	1431377	1431481
GZ261FQ02HVJ0E	154nt	1.0eNegative43	95	119	25	Negative	97.89	contig_Exi	3665	3759
GZ261FQ02GYWM1	201nt	6.1eNegative09	41	68	108	Positive	90.24	contig_Exi	2006350	2006390
GZ261FQ02IWZ3C	259nt	4.6eNegative18	72	168	239	Positive	87.50	contig_Exi	1592144	1592215
GZ261FQ02IWZ3C	259nt	1.7eNegative17	71	239	169	Negative	87.32	contig_Exi	618019	618089
GZ261FQ02G6OC7	258nt	6.6eNegative17	97	43	139	Positive	81.44	contig_Exi	1802074	1802170
GZ261FQ02JKSC4	246nt	1.5eNegative21	174	21	194	Positive	76.44	contig_Exi	1704304	1704477
GZ261FQ02H42XF	274nt	8.6eNegative09	71	48	118	Positive	80.28	contig_Exi	2534144	2534214
GZ261FQ02GN2K1	353nt	2.7eNegative13	55	260	206	Negative	89.09	contig_Exi	2573547	2573601
GZ261FQ02GIMYX	273nt	8.5eNegative09	47	8	54	Positive	87.23	contig_Exi	1264225	1264271
GZ261FQ02JEG1F	246nt	2.6eNegative12	65	189	125	Negative	84.62	contig_Exi	1344037	1344101
GZ261FQ02F2LXS	209nt	6.4eNegative09	55	71	125	Positive	89.09	contig_Exi	1591900	1591952
GZ261FQ02F2LXS	209nt	6.4eNegative09	55	71	125	Positive	89.09	contig_Exi	1481908	1481960
GZ261FQ02GDWV0	286nt	5.7eNegative14	107	203	97	Negative	79.63	contig_Exi	1459308	1459415
GZ261FQ02IRL7K	108nt	1.3eNegative30	108	1	108	Positive	87.04	contig_Exi	325	432
GZ261FQ02IB3I1	261nt	5.2eNegative40	221	224	4	Negative	79.73	contig_Exi	3007735	3007956
GZ261FQ02G9W6Y	165nt	5.2eNegative20	63	101	163	Positive	92.06	contig_Exi	617829	617891
GZ261FQ02G9W6Y	165nt	5.2eNegative20	63	163	101	Negative	92.06	contig_Exi	220692	220754
GZ261FQ02GKKTN	320nt	3.4eNegative12	80	34	113	Positive	82.72	contig_Exi	3007720	3007800
GZ261FQ02F1136	275nt	4.2eNegative11	75	95	169	Positive	81.33	contig_Exi	2841139	2841213
GZ261FQ02F7CCI	229nt	3.1eNegative15	112	96	207	Positive	79.65	contig_Exi	2020679	2020791
GZ261FQ02IDKYE	262nt	3.5eNegative30	252	252	1	Negative	75.40	contig_Exi	2448468	2448719
GZ261FQ02JS2PZ	233nt	1.9eNegative09	45	99	143	Positive	88.89	contig_Exi	1350559	1350603
GZ261FQ02GEE2O	315nt	4.1eNegative04	48	216	263	Positive	81.25	contig_Exi	2025525	2025572
GZ261FQ02H1IKN	343nt	5.3eNegative11	84	88	5	Negative	79.76	contig_Exi	502860	502943
GZ261FQ02I459Z	156nt	2.7eNegative18	72	72	1	Negative	87.50	contig_Exi	4119	4190
GZ261FQ02GEOIX	301nt	3.2eNegative12	92	173	264	Positive	79.35	contig_Exi	1739417	1739508
GZ261FQ02H55T5	264nt	1.2eNegative07	48	12	59	Positive	85.42	contig_Exi	2319217	2319264
GZ261FQ02IWFT3	229nt	1.3eNegative10	41	189	229	Positive	92.68	contig_Exi	1431435	1431475
GZ261FQ02ISLUH	260nt	3.2eNegative19	129	92	220	Positive	80.62	contig_Exi	746	871
GZ261FQ02GQMBE	330nt	1.0eNegative08	65	182	246	Positive	81.54	contig_Exi	103231	103295
GZ261FQ02HSQ01	324nt	2.1eNegative06	58	251	194	Negative	81.03	contig_Exi	2135892	2135949
GZ261FQ02FVTL9	187nt	4.0eNegative36	103	3	105	Positive	91.26	contig_Exi	2186	2288
GZ261FQ02HVY5G	322nt	3.7eNegative23	174	94	267	Positive	77.01	contig_Exi	1717586	1717759
GZ261FQ02GA82I	216nt	9.5eNegative08	60	178	119	Negative	81.67	contig_Exi	2541202	2541261
GZ261FQ02H8SUG	327nt	2.1eNegative06	43	166	124	Negative	86.05	contig_Exi	2694298	2694340
GZ261FQ02HUORQ	156nt	2.5eNegative07	59	83	141	Positive	81.36	contig_Exi	2371604	2371662
GZ261FQ02HV707	257nt	4.6eNegative18	87	112	198	Positive	83.91	contig_Exi	1955	2041
GZ261FQ02F8IVX	225nt	9.9eNegative08	42	55	96	Positive	88.10	contig_Exi	596411	596452
GZ261FQ02H9P1X	237nt	1.4eNegative62	207	207	1	Negative	86.96	contig_Exi	4098	4303
GZ261FQ02JGR1C	261nt	8.1eNegative09	125	31	155	Positive	74.40	contig_Exi	259193	259317
GZ261FQ02GRXK7	226nt	3.3eNegative26	158	66	223	Positive	79.11	contig_Exi	251820	251977
GZ261FQ02FR5M0	291nt	3.1eNegative12	71	171	101	Negative	83.10	contig_Exi	1264193	1264263
GZ261FQ02I4WJR	179nt	1.6eNegative05	71	177	107	Negative	77.46	contig_Exi	1970432	1970502
GZ261FQ02G06FT	238nt	3.3eNegative15	73	159	231	Positive	84.93	contig_Exi	1714378	1714450
GZ261FQ02I5FA8	308nt	6.1eNegative14	77	222	298	Positive	83.12	contig_Exi	853316	853392
GZ261FQ02HNXIY	267nt	4.5eNegative07	65	53	117	Positive	80.00	contig_Exi	1812343	1812407
GZ261FQ02G6JYH	289nt	9.6eNegative20	78	289	212	Negative	87.18	contig_Exi	2863	2940
GZ261FQ02G5IZ3	249nt	6.0eNegative06	51	180	230	Positive	82.35	contig_Exi	201712	201762
GZ261FQ02IQSLZ	288nt	2.4eNegative09	78	77	154	Positive	79.49	contig_Exi	1574521	1574598
GZ261FQ02GO0UR	172nt	1.1eNegative06	85	3	87	Positive	76.47	contig_Exi	243070	243154
GZ261FQ02HDP4C	210nt	4.5eNegative10	52	64	115	Positive	86.54	contig_Exi	1592241	1592292
GZ261FQ02HDP4C	210nt	1.2eNegative10	56	119	64	Negative	85.71	contig_Exi	617935	617990
GZ261FQ02HG6CK	309nt	7.5eNegative06	99	309	211	Negative	74.75	contig_Exi	1343410	1343508
GZ261FQ02H1DYA	243nt	1.5eNegative21	168	2	169	Positive	76.79	contig_Exi	1610975	1611142
GZ261FQ02IXCMB	345nt	5.9eNegative07	56	293	238	Negative	82.14	contig_Exi	301861	301916
GZ261FQ02H2QY1	229nt	7.1eNegative09	41	100	60	Negative	90.24	contig_Exi	1768948	1768988
GZ261FQ02GIJ12	277nt	3.5eNegative19	164	94	257	Positive	76.22	contig_Exi	960437	960600
GZ261FQ02F2NXS	288nt	2.5eNegative61	192	288	97	Negative	87.50	contig_Exi	4347	4538
GZ261FQ02G29GU	247nt	5.4eNegative10	50	247	198	Negative	90.00	contig_Exi	617852	617900
GZ261FQ02F26UP	315nt	2.9eNegative05	65	191	127	Negative	78.46	contig_Exi	1772959	1773023
GZ261FQ02IGRH3	249nt	1.3eNegative40	207	7	213	Positive	80.19	contig_Exi	69530	69736
GZ261FQ02GH9Z6	277nt	6.7eNegative06	51	1	51	Positive	82.35	contig_Exi	2199534	2199584
GZ261FQ02HEKBN	287nt	4.2eNegative26	286	286	1	Negative	73.70	contig_Exi	983078	983366
GZ261FQ02FRFYN	267nt	1.5eNegative10	50	153	104	Negative	88.00	contig_Exi	2892049	2892098
GZ261FQ02FQ3WJ	265nt	2.5eNegative31	191	14	204	Positive	78.53	contig_Exi	1772830	1773020
GZ261FQ02GDMA0	259nt	8.5eNegative20	57	148	204	Positive	94.74	contig_Exi	2551939	2551995
GZ261FQ02GDMA0	259nt	2.3eNegative20	58	147	204	Positive	94.83	contig_Exi	139739	139796
GZ261FQ02GDMA0	259nt	3.2eNegative19	56	149	204	Positive	94.64	contig_Exi	2662559	2662614
GZ261FQ02GDMA0	259nt	6.0eNegative21	59	204	146	Negative	94.92	contig_Exi	63	121
GZ261FQ02GDMA0	259nt	8.5eNegative20	57	204	148	Negative	94.74	contig_Exi	1481843	1481899
GZ261FQ02GDMA0	259nt	3.2eNegative19	56	204	149	Negative	94.64	contig_Exi	3019438	3019493
GZ261FQ02I4MFI	250nt	2.0eNegative24	104	226	123	Negative	84.62	contig_Exi	462091	462194
GZ261FQ02GUN09	345nt	1.6eNegative18	64	47	110	Positive	90.62	contig_Exi	618440	618503
GZ261FQ02GUN09	345nt	1.6eNegative18	64	110	47	Negative	90.62	contig_Exi	1591671	1591734
GZ261FQ02FJU3R	256nt	5.0eNegative14	86	99	14	Negative	81.40	contig_Exi	1970218	1970303
GZ261FQ02F1K7O	271nt	2.5eNegative05	44	167	210	Positive	84.09	contig_Exi	1758913	1758956
GZ261FQ02H3IPJ	396nt	4.8eNegative08	61	216	276	Positive	81.97	contig_Exi	2079909	2079969
GZ261FQ02GWPAS	335nt	9.6eNegative13	159	156	314	Positive	74.21	contig_Exi	960438	960596
GZ261FQ02JA6V7	142nt	2.4eNegative18	60	79	138	Positive	91.67	contig_Exi	62	121
GZ261FQ02JA6V7	142nt	3.4eNegative17	58	79	136	Positive	91.38	contig_Exi	1481842	1481899
GZ261FQ02JA6V7	142nt	1.3eNegative16	57	79	135	Positive	91.23	contig_Exi	3019437	3019493
GZ261FQ02JA6V7	142nt	9.0eNegative18	59	137	79	Negative	91.53	contig_Exi	139739	139797
GZ261FQ02JA6V7	142nt	3.4eNegative17	58	136	79	Negative	91.38	contig_Exi	2551939	2551996
GZ261FQ02JA6V7	142nt	1.3eNegative16	57	135	79	Negative	91.23	contig_Exi	2662559	2662615
